지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2012,인천광역시,계양구,치매의료이용률,341279,1771,0.52
2012,인천광역시,서구,치매의료이용률,440120,2141,0.49
2012,인천광역시,강화군,치매의료이용률,64971,984,1.51
2012,인천광역시,옹진군,치매의료이용률,16730,190,1.14
2012,광주광역시,전체,치매의료이용률,1438469,12293,0.85
2012,광주광역시,동구,치매의료이용률,103185,1278,1.24
2012,광주광역시,서구,치매의료이용률,312095,2558,0.82
2012,광주광역시,남구,치매의료이용률,213552,2130,1
2012,광주광역시,북구,치매의료이용률,436591,3519,0.81
2012,광주광역시,광산구,치매의료이용률,373046,2808,0.75
2012,대전광역시,전체,치매의료이용률,1476276,10751,0.73
2012,대전광역시,동구,치매의료이용률,246558,2138,0.87
2012,대전광역시,중구,치매의료이용률,258679,2253,0.87
2012,대전광역시,서구,치매의료이용률,486522,3150,0.65
2012,대전광역시,유성구,치매의료이용률,281271,1707,0.61
2012,대전광역시,대덕구,치매의료이용률,203246,1503,0.74
2012,울산광역시,전체,치매의료이용률,1143359,5990,0.52
2012,울산광역시,중구,치매의료이용률,231806,1385,0.6
2012,울산광역시,남구,치매의료이용률,343935,1519,0.44
2012,울산광역시,동구,치매의료이용률,173855,771,0.44
2012,울산광역시,북구,치매의료이용률,184635,770,0.42
2012,울산광역시,울주군,치매의료이용률,209128,1545,0.74
2012,세종특별자치시,전체,치매의료이용률,724,0,0
2012,세종특별자치시,세종시,치매의료이용률,724,0,0
2012,경기도,전체,치매의료이용률,11848444,72852,0.61
2012,경기도,수원시 장안구,치매의료이용률,286730,1648,0.57
2012,경기도,수원시 권선구,치매의료이용률,316070,1434,0.45
2012,경기도,수원시 팔달구,치매의료이용률,207273,1308,0.63
2012,경기도,수원시 영통구,치매의료이용률,267622,943,0.35
2012,경기도,성남시 수정구,치매의료이용률,230476,1389,0.6
2012,경기도,성남시 중원구,치매의료이용률,251193,1826,0.73
2012,경기도,성남시 분당구,치매의료이용률,480876,3121,0.65
2012,경기도,의정부시,치매의료이용률,420243,3386,0.81
2012,경기도,안양시 만안구,치매의료이용률,258590,1714,0.66
2012,경기도,안양시 동안구,치매의료이용률,347847,1700,0.49
2012,경기도,부천시 원미구,치매의료이용률,442189,2674,0.6
2012,경기도,부천시 소사구,치매의료이용률,229385,1671,0.73
2012,경기도,부천시 오정구,치매의료이용률,193706,1282,0.66
2012,경기도,광명시,치매의료이용률,350771,2128,0.61
2012,경기도,평택시,치매의료이용률,416556,2793,0.67
2012,경기도,동두천시,치매의료이용률,92880,957,1.03
2012,경기도,안산시 상록구,치매의료이용률,379420,1699,0.45
2012,경기도,안산시 단원구,치매의료이용률,351612,1557,0.44
2012,경기도,고양시 덕양구,치매의료이용률,382627,2702,0.71
2012,경기도,고양시 일산동구,치매의료이용률,276756,1813,0.66
2012,경기도,고양시 일산서구,치매의료이용률,289405,1802,0.62
2012,경기도,과천시,치매의료이용률,70015,669,0.96
2012,경기도,구리시,치매의료이용률,192108,1129,0.59
2012,경기도,남양주시,치매의료이용률,569876,3287,0.58
2012,경기도,오산시,치매의료이용률,194606,893,0.46
2012,경기도,시흥시,치매의료이용률,411171,2105,0.51
2012,경기도,군포시,치매의료이용률,286583,1440,0.5
2012,경기도,의왕시,치매의료이용률,147890,776,0.52
2012,경기도,하남시,치매의료이용률,145777,918,0.63
2012,경기도,용인시 처인구,치매의료이용률,207684,1263,0.61
2012,경기도,용인시 기흥구,치매의료이용률,366224,1924,0.53
2012,경기도,용인시 수지구,치매의료이용률,315779,1687,0.53
2012,경기도,파주시,치매의료이용률,372731,2788,0.75
2012,경기도,이천시,치매의료이용률,200927,1283,0.64
2012,경기도,안성시,치매의료이용률,183539,1432,0.78
2012,경기도,김포시,치매의료이용률,262931,1562,0.59
2012,경기도,화성시,치매의료이용률,535016,2545,0.48
2012,경기도,광주시,치매의료이용률,267045,1321,0.49
2012,경기도,양주시,치매의료이용률,196571,1484,0.75
2012,경기도,포천시,치매의료이용률,155187,1298,0.84
2012,경기도,여주군,치매의료이용률,106150,935,0.88
2012,경기도,연천군,치매의료이용률,39401,640,1.62
2012,경기도,가평군,치매의료이용률,54810,688,1.26
2012,경기도,양평군,치매의료이용률,94196,1238,1.31
2012,강원도,전체,치매의료이용률,1396418,13151,0.94
2012,강원도,춘천시,치매의료이용률,252303,2686,1.06
2012,강원도,원주시,치매의료이용률,303388,1586,0.52
2012,강원도,강릉시,치매의료이용률,200877,1754,0.87
2012,강원도,동해시,치매의료이용률,85376,875,1.02
2012,강원도,태백시,치매의료이용률,46110,375,0.81
2012,강원도,속초시,치매의료이용률,76877,720,0.94
2012,강원도,삼척시,치매의료이용률,66108,838,1.27
2012,강원도,홍천군,치매의료이용률,61896,664,1.07
2012,강원도,횡성군,치매의료이용률,41843,381,0.91
2012,강원도,영월군,치매의료이용률,36796,632,1.72
2012,강원도,평창군,치매의료이용률,40691,379,0.93
2012,강원도,정선군,치매의료이용률,36608,387,1.06
2012,강원도,철원군,치매의료이용률,38015,440,1.16
2012,강원도,화천군,치매의료이용률,17506,299,1.71
2012,강원도,양구군,치매의료이용률,17400,292,1.68
2012,강원도,인제군,치매의료이용률,23946,219,0.91
2012,강원도,고성군,치매의료이용률,25910,341,1.32
2012,강원도,양양군,치매의료이용률,24768,283,1.14
2012,충청북도,전체,치매의료이용률,1520777,14128,0.93
2012,충청북도,청주시 상당구,치매의료이용률,233715,1443,0.62
2012,충청북도,청주시 흥덕구,치매의료이용률,411503,2177,0.53
2012,충청북도,충주시,치매의료이용률,198958,1744,0.88
2012,충청북도,제천시,치매의료이용률,133036,1333,1
2012,충청북도,청원군,치매의료이용률,153579,1496,0.97
2012,충청북도,보은군,치매의료이용률,33433,691,2.07
2012,충청북도,옥천군,치매의료이용률,51888,827,1.59
2012,충청북도,영동군,치매의료이용률,47919,1154,2.41
2012,충청북도,증평군,치매의료이용률,32001,369,1.15
2012,충청북도,진천군,치매의료이용률,64849,793,1.22
2012,충청북도,괴산군,치매의료이용률,35796,742,2.07
2012,충청북도,음성군,치매의료이용률,94091,905,0.96
2012,충청북도,단양군,치매의료이용률,30009,454,1.51
2012,충청남도,전체,치매의료이용률,2044549,22511,1.1
2012,충청남도,천안시 동남구,치매의료이용률,249877,1572,0.63
2012,충청남도,천안시 서북구,치매의료이용률,317623,1365,0.43
2012,충청남도,공주시,치매의료이용률,119413,1587,1.33
2012,충청남도,보령시,치매의료이용률,102625,1445,1.41
2012,충청남도,아산시,치매의료이용률,277434,1724,0.62
2012,충청남도,서산시,치매의료이용률,154885,1405,0.91
2012,충청남도,논산시,치매의료이용률,119380,2057,1.72
2012,충청남도,계룡시,치매의료이용률,28469,234,0.82
2012,충청남도,당진시,치매의료이용률,150332,2119,1.41
2012,충청남도,금산군,치매의료이용률,54832,1186,2.16
2012,충청남도,연기군,치매의료이용률,80176,1129,1.41
2012,충청남도,부여군,치매의료이용률,71000,1506,2.12
2012,충청남도,서천군,치매의료이용률,57836,1193,2.06
2012,충청남도,청양군,치매의료이용률,30795,673,2.19
2012,충청남도,홍성군,치매의료이용률,85261,1372,1.61
2012,충청남도,예산군,치매의료이용률,83851,1180,1.41
2012,충청남도,태안군,치매의료이용률,60760,764,1.26
2012,전라북도,전체,치매의료이용률,1810733,27918,1.54
2012,전라북도,전주시 완산구,치매의료이용률,349949,4475,1.28
2012,전라북도,전주시 덕진구,치매의료이용률,274794,2745,1
2012,전라북도,군산시,치매의료이용률,267396,3389,1.27
2012,전라북도,익산시,치매의료이용률,298539,3453,1.16
2012,전라북도,정읍시,치매의료이용률,115385,2093,1.81
2012,전라북도,남원시,치매의료이용률,82779,1502,1.81
2012,전라북도,김제시,치매의료이용률,90222,2223,2.46
2012,전라북도,완주군,치매의료이용률,83365,1319,1.58
2012,전라북도,진안군,치매의료이용률,27168,729,2.68
2012,전라북도,무주군,치매의료이용률,25057,544,2.17
2012,전라북도,장수군,치매의료이용률,22699,632,2.78
2012,전라북도,임실군,치매의료이용률,29320,766,2.61
2012,전라북도,순창군,치매의료이용률,28731,844,2.94
2012,전라북도,고창군,치매의료이용률,58738,1576,2.68
2012,전라북도,부안군,치매의료이용률,56591,1628,2.88
2012,전라남도,전체,치매의료이용률,1855526,32176,1.73
2012,전라남도,목포시,치매의료이용률,238354,2612,1.1
2012,전라남도,여수시,치매의료이용률,284942,3128,1.1
2012,전라남도,순천시,치매의료이용률,263749,2560,0.97
2012,전라남도,나주시,치매의료이용률,86867,1899,2.19
2012,전라남도,광양시,치매의료이용률,148752,1234,0.83
2012,전라남도,담양군,치매의료이용률,45702,972,2.13
2012,전라남도,곡성군,치매의료이용률,30048,692,2.3
2012,전라남도,구례군,치매의료이용률,25829,778,3.01
2012,전라남도,고흥군,치매의료이용률,69600,1927,2.77
2012,전라남도,보성군,치매의료이용률,45492,1274,2.8
2012,전라남도,화순군,치매의료이용률,67571,1827,2.7
2012,전라남도,장흥군,치매의료이용률,40328,1317,3.27
2012,전라남도,강진군,치매의료이용률,39454,1020,2.59
2012,전라남도,해남군,치매의료이용률,76186,1631,2.14
2012,전라남도,영암군,치매의료이용률,61406,1006,1.64
2012,전라남도,무안군,치매의료이용률,73193,1311,1.79
2012,전라남도,함평군,치매의료이용률,34736,1124,3.24
2012,전라남도,영광군,치매의료이용률,54791,1745,3.18
2012,전라남도,장성군,치매의료이용률,42292,1025,2.42
2012,전라남도,완도군,치매의료이용률,51866,1319,2.54
2012,전라남도,진도군,치매의료이용률,32655,756,2.32
2012,전라남도,신안군,치매의료이용률,41713,1019,2.44
2012,경상북도,전체,치매의료이용률,2636233,32138,1.22
2012,경상북도,포항시 남구,치매의료이용률,245565,1797,0.73
2012,경상북도,포항시 북구,치매의료이용률,260989,2160,0.83
2012,경상북도,경주시,치매의료이용률,260075,3430,1.32
2012,경상북도,김천시,치매의료이용률,130406,1824,1.4
2012,경상북도,안동시,치매의료이용률,162938,2479,1.52
2012,경상북도,구미시,치매의료이용률,412700,2501,0.61
2012,경상북도,영주시,치매의료이용률,109046,1274,1.17
2012,경상북도,영천시,치매의료이용률,100572,1642,1.63
2012,경상북도,상주시,치매의료이용률,99877,1526,1.53
2012,경상북도,문경시,치매의료이용률,72297,1260,1.74
2012,경상북도,경산시,치매의료이용률,239907,2240,0.93
2012,경상북도,군위군,치매의료이용률,23834,521,2.19
2012,경상북도,의성군,치매의료이용률,54945,1372,2.5
2012,경상북도,청송군,치매의료이용률,25942,541,2.09
2012,경상북도,영양군,치매의료이용률,17723,388,2.19
2012,경상북도,영덕군,치매의료이용률,39252,906,2.31
2012,경상북도,청도군,치매의료이용률,42640,1118,2.62
2012,경상북도,고령군,치매의료이용률,35801,643,1.8
2012,경상북도,성주군,치매의료이용률,44802,793,1.77
2012,경상북도,칠곡군,치매의료이용률,120223,1112,0.92
2012,경상북도,예천군,치매의료이용률,43342,939,2.17
2012,경상북도,봉화군,치매의료이용률,32485,600,1.85
2012,경상북도,울진군,치매의료이용률,50744,973,1.92
2012,경상북도,울릉군,치매의료이용률,10128,99,0.98
2012,경상남도,전체,치매의료이용률,3247667,36227,1.12
2012,경상남도,창원시 의창구,치매의료이용률,250775,2284,0.91
2012,경상남도,창원시 성산구,치매의료이용률,249984,1340,0.54
2012,경상남도,창원시 마산합포구,치매의료이용률,182863,2457,1.34
2012,경상남도,창원시 마산회원구,치매의료이용률,220952,1982,0.9
2012,경상남도,창원시 진해구,치매의료이용률,154509,1569,1.02
2012,경상남도,진주시,치매의료이용률,320130,3026,0.95
2012,경상남도,통영시,치매의료이용률,138467,1544,1.12
2012,경상남도,사천시,치매의료이용률,111019,1628,1.47
2012,경상남도,김해시,치매의료이용률,512000,3720,0.73
2012,경상남도,밀양시,치매의료이용률,106695,1665,1.56
2012,경상남도,거제시,치매의료이용률,235022,1633,0.69
2012,경상남도,양산시,치매의료이용률,266366,1714,0.64
2012,경상남도,의령군,치매의료이용률,29619,857,2.89
2012,경상남도,함안군,치매의료이용률,67441,1438,2.13
2012,경상남도,창녕군,치매의료이용률,61124,1426,2.33
2012,경상남도,고성군,치매의료이용률,56600,1316,2.33
2012,경상남도,남해군,치매의료이용률,48349,1419,2.93
2012,경상남도,하동군,치매의료이용률,51687,1184,2.29
2012,경상남도,산청군,치매의료이용률,34464,809,2.35
2012,경상남도,함양군,치매의료이용률,39955,915,2.29
2012,경상남도,거창군,치매의료이용률,60561,1083,1.79
2012,경상남도,합천군,치매의료이용률,49085,1218,2.48
2012,제주특별자치도,전체,치매의료이용률,546813,5351,0.98
2012,제주특별자치도,제주시,치매의료이용률,399936,3161,0.79
2012,제주특별자치도,서귀포시,치매의료이용률,146877,2190,1.49
2013,전국,전체,치매의료이용률,50006972,478002,0.96
2013,서울특별시,전체,치매의료이용률,10057172,70342,0.7
2013,서울특별시,종로구,치매의료이용률,163796,1445,0.88
2013,서울특별시,중구,치매의료이용률,135986,1149,0.84
2013,서울특별시,용산구,치매의료이용률,235703,1948,0.83
2013,서울특별시,성동구,치매의료이용률,296182,2226,0.75
2013,서울특별시,광진구,치매의료이용률,367258,2227,0.61
2013,서울특별시,동대문구,치매의료이용률,357776,2774,0.78
2013,서울특별시,중랑구,치매의료이용률,412775,3012,0.73
2013,서울특별시,성북구,치매의료이용률,472306,3439,0.73
2013,서울특별시,강북구,치매의료이용률,337045,2645,0.78
2013,서울특별시,도봉구,치매의료이용률,356106,2745,0.77
2013,서울특별시,노원구,치매의료이용률,583735,4755,0.81
2013,서울특별시,은평구,치매의료이용률,490666,3866,0.79
2013,서울특별시,서대문구,치매의료이용률,309487,2503,0.81
2013,서울특별시,마포구,치매의료이용률,381409,2667,0.7
2013,서울특별시,양천구,치매의료이용률,489351,3173,0.65
2013,서울특별시,강서구,치매의료이용률,560672,3893,0.69
2013,서울특별시,구로구,치매의료이용률,430649,2538,0.59
2013,서울특별시,금천구,치매의료이용률,243951,1641,0.67
2013,서울특별시,영등포구,치매의료이용률,392377,3149,0.8
2013,서울특별시,동작구,치매의료이용률,397533,3240,0.82
2013,서울특별시,관악구,치매의료이용률,513872,3452,0.67
2013,서울특별시,서초구,치매의료이용률,430260,2593,0.6
2013,서울특별시,강남구,치매의료이용률,560152,3152,0.56
2013,서울특별시,송파구,치매의료이용률,659989,3458,0.52
2013,서울특별시,강동구,치매의료이용률,478136,2652,0.55
2013,부산광역시,전체,치매의료이용률,3484486,35905,1.03
2013,부산광역시,중구,치매의료이용률,47925,669,1.4
2013,부산광역시,서구,치매의료이용률,117837,1710,1.45
2013,부산광역시,동구,치매의료이용률,96723,1487,1.54
2013,부산광역시,영도구,치매의료이용률,137098,1995,1.46
2013,부산광역시,부산진구,치매의료이용률,385729,3943,1.02
2013,부산광역시,동래구,치매의료이용률,273216,2480,0.91
2013,부산광역시,남구,치매의료이용률,284480,2875,1.01
2013,부산광역시,북구,치매의료이용률,308229,2558,0.83
2013,부산광역시,해운대구,치매의료이용률,421028,3846,0.91
2013,부산광역시,사하구,치매의료이용률,350699,3622,1.03
2013,부산광역시,금정구,치매의료이용률,249711,2690,1.08
2013,부산광역시,강서구,치매의료이용률,66994,781,1.17
2013,부산광역시,연제구,치매의료이용률,207723,2148,1.03
2013,부산광역시,수영구,치매의료이용률,173474,1978,1.14
2013,부산광역시,사상구,치매의료이용률,248933,1817,0.73
2013,부산광역시,기장군,치매의료이용률,114687,1306,1.14
2013,대구광역시,전체,치매의료이용률,2456646,23882,0.97
2013,대구광역시,중구,치매의료이용률,73438,1081,1.47
2013,대구광역시,동구,치매의료이용률,328528,4111,1.25
2013,대구광역시,서구,치매의료이용률,217138,2373,1.09
2013,대구광역시,남구,치매의료이용률,164924,1847,1.12
2013,대구광역시,북구,치매의료이용률,440979,3751,0.85
2013,대구광역시,수성구,치매의료이용률,443611,4402,0.99
2013,대구광역시,달서구,치매의료이용률,603052,4333,0.72
2013,대구광역시,달성군,치매의료이용률,184976,1984,1.07
2013,인천광역시,전체,치매의료이용률,2824344,19694,0.7
2013,인천광역시,중구,치매의료이용률,98965,948,0.96
2013,인천광역시,동구,치매의료이용률,75846,763,1.01
2013,인천광역시,남구,치매의료이용률,410281,3096,0.75
2013,인천광역시,연수구,치매의료이용률,290867,1768,0.61
2013,인천광역시,남동구,치매의료이용률,504250,2944,0.58
2013,인천광역시,부평구,치매의료이용률,551002,4020,0.73
2013,인천광역시,계양구,치매의료이용률,338288,2099,0.62
2013,인천광역시,서구,치매의료이용률,472844,2674,0.57
2013,인천광역시,강화군,치매의료이용률,64899,1157,1.78
2013,인천광역시,옹진군,치매의료이용률,17102,225,1.32
2013,광주광역시,전체,치매의료이용률,1442961,14177,0.98
2013,광주광역시,동구,치매의료이용률,102327,1493,1.46
2013,광주광역시,서구,치매의료이용률,310601,2946,0.95
2013,광주광역시,남구,치매의료이용률,212592,2423,1.14
2013,광주광역시,북구,치매의료이용률,435438,4035,0.93
2013,광주광역시,광산구,치매의료이용률,382003,3280,0.86
2013,대전광역시,전체,치매의료이용률,1484529,12383,0.83
2013,대전광역시,동구,치매의료이용률,247209,2592,1.05
2013,대전광역시,중구,치매의료이용률,257188,2560,1
2013,대전광역시,서구,치매의료이용률,483655,3611,0.75
2013,대전광역시,유성구,치매의료이용률,292763,1929,0.66
2013,대전광역시,대덕구,치매의료이용률,203714,1691,0.83
2013,울산광역시,전체,치매의료이용률,1154478,6891,0.6
2013,울산광역시,중구,치매의료이용률,231894,1572,0.68
2013,울산광역시,남구,치매의료이용률,347193,1722,0.5
2013,울산광역시,동구,치매의료이용률,177349,824,0.46
2013,울산광역시,북구,치매의료이용률,186092,938,0.5
2013,울산광역시,울주군,치매의료이용률,211950,1835,0.87
2013,세종특별자치시,전체,치매의료이용률,109862,1451,1.32
2013,세종특별자치시,세종시,치매의료이용률,109862,1451,1.32
2013,경기도,전체,치매의료이용률,11993364,82907,0.69
2013,경기도,수원시 장안구,치매의료이용률,287447,1926,0.67
2013,경기도,수원시 권선구,치매의료이용률,327336,1711,0.52
2013,경기도,수원시 팔달구,치매의료이용률,204914,1508,0.74
2013,경기도,수원시 영통구,치매의료이용률,289694,1081,0.37
2013,경기도,성남시 수정구,치매의료이용률,229467,1651,0.72
2013,경기도,성남시 중원구,치매의료이용률,249842,2079,0.83
2013,경기도,성남시 분당구,치매의료이용률,483223,3401,0.7
2013,경기도,의정부시,치매의료이용률,418429,3669,0.88
2013,경기도,안양시 만안구,치매의료이용률,248803,1730,0.7
2013,경기도,안양시 동안구,치매의료이용률,352960,1873,0.53
2013,경기도,부천시 원미구,치매의료이용률,441974,3041,0.69
2013,경기도,부천시 소사구,치매의료이용률,228541,1822,0.8
2013,경기도,부천시 오정구,치매의료이용률,191003,1433,0.75
2013,경기도,광명시,치매의료이용률,350795,2547,0.73
2013,경기도,평택시,치매의료이용률,423983,3347,0.79
2013,경기도,동두천시,치매의료이용률,93773,1121,1.2
2013,경기도,안산시 상록구,치매의료이용률,380577,2027,0.53
2013,경기도,안산시 단원구,치매의료이용률,350946,1810,0.52
2013,경기도,고양시 덕양구,치매의료이용률,386815,3145,0.81
2013,경기도,고양시 일산동구,치매의료이용률,280494,2162,0.77
2013,경기도,고양시 일산서구,치매의료이용률,289340,2118,0.73
2013,경기도,과천시,치매의료이용률,69196,756,1.09
2013,경기도,구리시,치매의료이용률,189364,1177,0.62
2013,경기도,남양주시,치매의료이용률,589788,3790,0.64
2013,경기도,오산시,치매의료이용률,200748,1035,0.52
2013,경기도,시흥시,치매의료이용률,409662,2336,0.57
2013,경기도,군포시,치매의료이용률,285955,1637,0.57
2013,경기도,의왕시,치매의료이용률,153015,872,0.57
2013,경기도,하남시,치매의료이용률,143887,996,0.69
2013,경기도,용인시 처인구,치매의료이용률,208810,1435,0.69
2013,경기도,용인시 기흥구,치매의료이용률,373253,2092,0.56
2013,경기도,용인시 수지구,치매의료이용률,326564,1846,0.57
2013,경기도,파주시,치매의료이용률,386448,3342,0.86
2013,경기도,이천시,치매의료이용률,200933,1483,0.74
2013,경기도,안성시,치매의료이용률,184652,1639,0.89
2013,경기도,김포시,치매의료이용률,292684,1909,0.65
2013,경기도,화성시,치매의료이용률,542243,2822,0.52
2013,경기도,광주시,치매의료이용률,276474,1560,0.56
2013,경기도,양주시,치매의료이용률,196170,1505,0.77
2013,경기도,포천시,치매의료이용률,154643,1418,0.92
2013,경기도,여주시,치매의료이용률,286,0,0
2013,경기도,여주군,치매의료이용률,106109,1118,1.05
2013,경기도,연천군,치매의료이용률,39466,689,1.75
2013,경기도,가평군,치매의료이용률,56035,796,1.42
2013,경기도,양평군,치매의료이용률,96623,1452,1.5
2013,강원도,전체,치매의료이용률,1396842,14966,1.07
2013,강원도,춘천시,치매의료이용률,252347,2869,1.14
2013,강원도,원주시,치매의료이용률,305994,1800,0.59
2013,강원도,강릉시,치매의료이용률,200903,2004,1
2013,강원도,동해시,치매의료이용률,83760,1095,1.31
2013,강원도,태백시,치매의료이용률,45500,459,1.01
2013,강원도,속초시,치매의료이용률,76370,774,1.01
2013,강원도,삼척시,치매의료이용률,66371,1063,1.6
2013,강원도,홍천군,치매의료이용률,61826,798,1.29
2013,강원도,횡성군,치매의료이용률,42177,462,1.1
2013,강원도,영월군,치매의료이용률,36834,668,1.81
2013,강원도,평창군,치매의료이용률,40757,406,1
2013,강원도,정선군,치매의료이용률,36400,436,1.2
2013,강원도,철원군,치매의료이용률,37629,524,1.39
2013,강원도,화천군,치매의료이용률,17576,318,1.81
2013,강원도,양구군,치매의료이용률,17667,325,1.84
2013,강원도,인제군,치매의료이용률,24041,274,1.14
2013,강원도,고성군,치매의료이용률,25820,357,1.38
2013,강원도,양양군,치매의료이용률,24870,334,1.34
2013,충청북도,전체,치매의료이용률,1522910,16312,1.07
2013,충청북도,청주시 상당구,치매의료이용률,232878,1641,0.7
2013,충청북도,청주시 흥덕구,치매의료이용률,416763,2438,0.58
2013,충청북도,충주시,치매의료이용률,199109,2084,1.05
2013,충청북도,제천시,치매의료이용률,132764,1503,1.13
2013,충청북도,청원군,치매의료이용률,150071,1611,1.07
2013,충청북도,보은군,치매의료이용률,33128,758,2.29
2013,충청북도,옥천군,치매의료이용률,51634,1028,1.99
2013,충청북도,영동군,치매의료이용률,47729,1343,2.81
2013,충청북도,증평군,치매의료이용률,32312,392,1.21
2013,충청북도,진천군,치매의료이용률,65328,1026,1.57
2013,충청북도,괴산군,치매의료이용률,35910,928,2.58
2013,충청북도,음성군,치매의료이용률,95570,1070,1.12
2013,충청북도,단양군,치매의료이용률,29714,490,1.65
2013,충청남도,전체,치매의료이용률,1976639,25476,1.29
2013,충청남도,천안시 동남구,치매의료이용률,254812,1824,0.72
2013,충청남도,천안시 서북구,치매의료이용률,322944,1607,0.5
2013,충청남도,공주시,치매의료이용률,112438,1740,1.55
2013,충청남도,보령시,치매의료이용률,101899,1694,1.66
2013,충청남도,아산시,치매의료이용률,282777,2078,0.73
2013,충청남도,서산시,치매의료이용률,156867,2027,1.29
2013,충청남도,논산시,치매의료이용률,118949,2243,1.89
2013,충청남도,계룡시,치매의료이용률,28186,240,0.85
2013,충청남도,당진시,치매의료이용률,155413,2707,1.74
2013,충청남도,금산군,치매의료이용률,54528,1425,2.61
2013,충청남도,부여군,치매의료이용률,70258,1839,2.62
2013,충청남도,서천군,치매의료이용률,57224,1438,2.51
2013,충청남도,청양군,치매의료이용률,30839,801,2.6
2013,충청남도,홍성군,치매의료이용률,85781,1547,1.8
2013,충청남도,예산군,치매의료이용률,83270,1383,1.66
2013,충청남도,태안군,치매의료이용률,60454,883,1.46
2013,전라북도,전체,치매의료이용률,1811156,32476,1.79
2013,전라북도,전주시 완산구,치매의료이용률,351794,5073,1.44
2013,전라북도,전주시 덕진구,치매의료이용률,276251,3318,1.2
2013,전라북도,군산시,치매의료이용률,270332,3903,1.44
2013,전라북도,익산시,치매의료이용률,295296,3938,1.33
2013,전라북도,정읍시,치매의료이용률,114504,2444,2.13
2013,전라북도,남원시,치매의료이용률,82341,1787,2.17
2013,전라북도,김제시,치매의료이용률,89654,2568,2.86
2013,전라북도,완주군,치매의료이용률,84789,1586,1.87
2013,전라북도,진안군,치매의료이용률,25795,786,3.05
2013,전라북도,무주군,치매의료이용률,24275,637,2.62
2013,전라북도,장수군,치매의료이용률,22659,679,3
2013,전라북도,임실군,치매의료이용률,28712,897,3.12
2013,전라북도,순창군,치매의료이용률,29278,1006,3.44
2013,전라북도,고창군,치매의료이용률,59079,1915,3.24
2013,전라북도,부안군,치매의료이용률,56397,1939,3.44
2013,전라남도,전체,치매의료이용률,1851114,36472,1.97
2013,전라남도,목포시,치매의료이용률,238483,3190,1.34
2013,전라남도,여수시,치매의료이용률,284976,3679,1.29
2013,전라남도,순천시,치매의료이용률,265684,2840,1.07
2013,전라남도,나주시,치매의료이용률,86728,2263,2.61
2013,전라남도,광양시,치매의료이용률,148750,1394,0.94
2013,전라남도,담양군,치매의료이용률,45153,1167,2.58
2013,전라남도,곡성군,치매의료이용률,29642,850,2.87
2013,전라남도,구례군,치매의료이용률,25577,897,3.51
2013,전라남도,고흥군,치매의료이용률,68620,2009,2.93
2013,전라남도,보성군,치매의료이용률,44675,1348,3.02
2013,전라남도,화순군,치매의료이용률,66819,1853,2.77
2013,전라남도,장흥군,치매의료이용률,40551,1317,3.25
2013,전라남도,강진군,치매의료이용률,38284,1113,2.91
2013,전라남도,해남군,치매의료이용률,75894,1915,2.52
2013,전라남도,영암군,치매의료이용률,60791,1177,1.94
2013,전라남도,무안군,치매의료이용률,73172,1645,2.25
2013,전라남도,함평군,치매의료이용률,34430,1270,3.69
2013,전라남도,영광군,치매의료이용률,55065,1965,3.57
2013,전라남도,장성군,치매의료이용률,42340,1176,2.78
2013,전라남도,완도군,치매의료이용률,51725,1326,2.56
2013,전라남도,진도군,치매의료이용률,32354,884,2.73
2013,전라남도,신안군,치매의료이용률,41401,1194,2.88
2013,경상북도,전체,치매의료이용률,2633755,37194,1.41
2013,경상북도,포항시 남구,치매의료이용률,243805,2096,0.86
2013,경상북도,포항시 북구,치매의료이용률,263998,2501,0.95
2013,경상북도,경주시,치매의료이용률,258590,3848,1.49
2013,경상북도,김천시,치매의료이용률,129753,2011,1.55
2013,경상북도,안동시,치매의료이용률,163165,2628,1.61
2013,경상북도,구미시,치매의료이용률,415089,2858,0.69
2013,경상북도,영주시,치매의료이용률,108374,1548,1.43
2013,경상북도,영천시,치매의료이용률,98542,1988,2.02
2013,경상북도,상주시,치매의료이용률,99328,1899,1.91
2013,경상북도,문경시,치매의료이용률,71595,1488,2.08
2013,경상북도,경산시,치매의료이용률,242470,2606,1.07
2013,경상북도,군위군,치매의료이용률,23726,655,2.76
2013,경상북도,의성군,치매의료이용률,54231,1686,3.11
2013,경상북도,청송군,치매의료이용률,25836,650,2.52
2013,경상북도,영양군,치매의료이용률,17729,450,2.54
2013,경상북도,영덕군,치매의료이용률,38785,1027,2.65
2013,경상북도,청도군,치매의료이용률,42343,1326,3.13
2013,경상북도,고령군,치매의료이용률,35605,698,1.96
2013,경상북도,성주군,치매의료이용률,44267,901,2.04
2013,경상북도,칠곡군,치매의료이용률,120916,1323,1.09
2013,경상북도,예천군,치매의료이용률,42802,1069,2.5
2013,경상북도,봉화군,치매의료이용률,32133,867,2.7
2013,경상북도,울진군,치매의료이용률,50555,969,1.92
2013,경상북도,울릉군,치매의료이용률,10118,102,1.01
2013,경상남도,전체,치매의료이용률,3252036,41176,1.27
2013,경상남도,창원시 의창구,치매의료이용률,251265,2551,1.02
2013,경상남도,창원시 성산구,치매의료이용률,247898,1446,0.58
2013,경상남도,창원시 마산합포구,치매의료이용률,181891,2765,1.52
2013,경상남도,창원시 마산회원구,치매의료이용률,218712,2265,1.04
